ionMz,Top annotation name,mansuy8_059,mansuy8_059,mansuy8_036,mansuy8_036,mansuy8_054,mansuy8_054,mansuy8_030,mansuy8_030,mansuy8_074,mansuy8_074,mansuy8_011,mansuy8_011,mansuy8_049,mansuy8_049,mansuy8_005,mansuy8_005,mansuy8_044,mansuy8_044,mansuy8_032,mansuy8_032,mansuy8_050,mansuy8_050,mansuy8_020,mansuy8_020,mansuy8_024,mansuy8_024,mansuy8_019,mansuy8_019,mansuy8_060,mansuy8_060,mansuy8_017,mansuy8_017,mansuy8_070,mansuy8_070,mansuy8_033,mansuy8_033,mansuy8_068,mansuy8_068,mansuy8_055,mansuy8_055,mansuy8_031,mansuy8_031,mansuy8_034,mansuy8_034,mansuy8_018,mansuy8_018,mansuy8_066,mansuy8_066,mansuy8_080,mansuy8_080,mansuy8_041,mansuy8_041,mansuy8_027,mansuy8_027,mansuy8_056,mansuy8_056,mansuy8_071,mansuy8_071,mansuy8_043,mansuy8_043,mansuy8_012,mansuy8_012,mansuy8_029,mansuy8_029,mansuy8_035,mansuy8_035,mansuy8_015,mansuy8_015,mansuy8_078,mansuy8_078,mansuy8_004,mansuy8_004,mansuy8_079,mansuy8_079,mansuy8_064,mansuy8_064,mansuy8_077,mansuy8_077,mansuy8_040,mansuy8_040,mansuy8_039,mansuy8_039,mansuy8_028,mansuy8_028,mansuy8_065,mansuy8_065,mansuy8_023,mansuy8_023,mansuy8_053,mansuy8_053,mansuy8_022,mansuy8_022,mansuy8_026,mansuy8_026,mansuy8_072,mansuy8_072,mansuy8_063,mansuy8_063,mansuy8_061,mansuy8_061,mansuy8_069,mansuy8_069,mansuy8_062,mansuy8_062,mansuy8_067,mansuy8_067,mansuy8_076,mansuy8_076,mansuy8_073,mansuy8_073,mansuy8_045,mansuy8_045,mansuy8_014,mansuy8_014,mansuy8_057,mansuy8_057,mansuy8_025,mansuy8_025,mansuy8_010,mansuy8_010,mansuy8_021,mansuy8_021,mansuy8_042,mansuy8_042,mansuy8_037,mansuy8_037,mansuy8_016,mansuy8_016,mansuy8_075,mansuy8_075,mansuy8_051,mansuy8_051,mansuy8_038,mansuy8_038,mansuy8_052,mansuy8_052,mansuy8_006,mansuy8_006,mansuy8_112,mansuy8_112,mansuy8_102,mansuy8_102,mansuy8_108,mansuy8_108,mansuy8_100,mansuy8_095,mansuy8_095,mansuy8_101,mansuy8_101,mansuy8_103,mansuy8_103,mansuy8_098,mansuy8_098,mansuy8_113,mansuy8_113,mansuy8_116,mansuy8_116,mansuy8_096,mansuy8_096,mansuy8_105,mansuy8_105,mansuy8_089,mansuy8_089,mansuy8_086,mansuy8_086,mansuy8_114,mansuy8_114,mansuy8_107,mansuy8_107,mansuy8_104,mansuy8_104,mansuy8_111,mansuy8_111,mansuy8_097,mansuy8_097,mansuy8_081,mansuy8_081,mansuy8_082,mansuy8_082,mansuy8_088,mansuy8_088,mansuy8_092,mansuy8_092,mansuy8_094,mansuy8_094,mansuy8_115,mansuy8_115,mansuy8_093,mansuy8_093,mansuy8_085,mansuy8_085,mansuy8_084,mansuy8_084,mansuy8_087,mansuy8_087,mansuy8_083,mansuy8_083,mansuy8_099,mansuy8_099,mansuy8_091,mansuy8_091,mansuy8_109,mansuy8_109,mansuy8_106,mansuy8_106,mansuy8_090,mansuy8_090,mansuy8_110,mansuy8_110
693.2044,"Sucrose 1'',4''-(4,4''-dihydroxy-3,3''-dimethoxy-b-truxinate)",18882,18522,17268,16448,16997,17818,17962,17735,15790,15852,17122,18603,16159,16416,18186,16712,18854,16324,15258,16126,18343,18587,18179,15544,16134,13975,17187,16446,17366,20150,18741,15893,15547,14850,15238,17896,14799,17617,18036,15954,15839,16526,17182,14828,15145,15995,16711,16921,15674,14113,16174,19295,19258,14514,16320,16760,13997,15030,14103,17646,14906,16571,16527,16163,16400,16222,15959,18476,15323,16227,17507,18908,15032,15179,17073,15908,14410,14819,17755,15952,16708,17785,15593,16327,17261,16642,16569,17141,17456,15336,15553,14269,18714,18229,17278,16453,16738,16287,16155,15256,18494,18722,15920,16983,17567,16373,14181,17741,18095,17760,16972,16147,17142,17087,14682,17332,16419,17137,16981,15318,14447,18487,16698,15653,16668,15506,18352,17100,14958,15208,13941,19570,16843,16570,15238,15967,13796,15713,16900,14154,15263,14589,16082,15165,14094,15605,14169,16279,18161,14341,14697,15343,19282,13827,13851,15125,13397,15512,15105,14015,16027,15412,14720,16019,15587,15427,14873,13864,14441,17701,16578,15118,14863,14533,14435,13343,16748,15419,14461,14244,16034,15238,14759,17027,15077,14999,12382,14700,14100,17466,16475,18083,15532,15729,15784,17599,15037,14445,16094,16380,15961,14541,19313,18208,16109,16591,16032,18662,15754
693.2246,"Methyl 3,4,5-trimethoxycinnamate [arabinosyl-(1->3)-[glucosyl-(1->6)]-gluco...",14796,16465,15529,14644,14186,13321,15686,15114,15144,13324,14367,15482,13763,14973,15381,15271,12632,15118,13334,13076,13099,14619,13566,17033,13507,15218,11908,16840,14193,14280,13057,13513,16558,14100,13773,15415,13260,14025,11798,14189,14169,15353,13229,13288,13698,13306,11858,14187,13840,13548,14235,13298,16217,14054,13329,14143,12181,14040,12184,12907,13055,13311,14350,12283,12969,13717,13046,14575,15104,15278,13656,14784,16156,12679,14678,13118,15047,15556,14259,13462,14031,15283,14579,13732,14245,13763,13767,13572,16465,16167,15175,13722,14208,14653,14257,14511,14584,13819,15259,15472,14761,15022,12881,14617,11574,13590,14647,14276,15953,15592,14005,13844,14215,14670,13027,14777,13380,14569,13662,15034,12835,12548,13783,13572,13582,14946,11973,12917,13220,14215,14642,14160,13514,14245,16131,14141,13178,13751,14975,12852,13644,13265,13187,13321,15679,15532,12734,13840,13893,14247,12932,14157,14960,12073,13874,12499,12968,12941,13985,14296,12744,13954,13530,13692,14359,13485,12670,13245,13181,12335,12809,14735,13385,14249,14344,12370,16230,13822,13961,12423,13084,14724,14127,13665,12975,14712,12067,12891,14328,13983,13371,14028,14546,13478,12352,12929,12848,13530,14795,14504,15184,12536,12389,12844,12995,14268,13447,13804,12259
694.3609,Jubanine A,12559,12556,14464,14532,12276,14791,14063,12940,13573,13508,14529,12662,13204,14048,12497,12853,13166,13752,13944,14021,12468,13754,13813,14594,12111,13241,13183,12852,13398,13304,12922,13213,15537,13219,13618,13829,14182,13349,15205,13545,13550,13362,15613,14111,13390,12298,12303,13821,11729,12007,13438,14421,14767,12536,14103,13018,15405,12924,14192,15334,12511,13458,14434,13403,14941,13022,13962,12648,13191,12630,15243,13747,14688,14094,16978,12825,12424,14119,13775,12932,14598,15035,15700,13709,13918,13943,13243,13290,12890,14702,12070,15294,14053,13458,14345,12473,12936,13156,14754,12828,15083,14548,13140,13829,15132,12505,11611,12241,14266,14625,12279,12161,14027,14018,12956,12428,14211,13756,11811,12668,14285,13757,14610,11737,12278,14631,12794,12582,14117,13471,14246,13269,14229,12602,14061,13559,13381,12858,14295,14007,12895,13861,13441,12894,15774,14118,14969,11892,12800,12771,14089,13445,13714,14162,13968,14764,12867,13947,14105,14155,13553,13701,12482,16821,13392,14156,12414,13569,13318,13200,12744,12982,14612,13470,12859,12757,14341,13507,14692,14331,13558,11587,14545,13848,11601,13356,12528,14884,13835,14017,13647,14826,15755,14347,14000,13789,12676,12217,15610,13749,15366,14963,12579,13358,13517,11741,13557,14942,13769
695.1272,Maclurin 3-C-(2''''-galloyl-6''''-p-hydroxybenzoyl-glucoside),14803,16644,14560,14959,12984,14694,18472,17545,15622,14962,14424,14660,15826,14904,14357,12835,13528,12914,14271,13375,15571,13479,14618,15265,14113,13103,15214,14753,14370,14462,14893,13336,13433,13697,14092,16951,11548,14882,13215,13555,13865,15993,12451,12925,15723,12843,13874,14279,12192,16550,13040,13796,13906,13513,17630,14631,14089,13230,13915,13437,14680,15141,14633,13343,14448,14115,15672,13495,12976,13982,15430,13891,13174,13619,14598,15419,13775,13838,13704,13699,14062,16173,14405,15300,15214,15139,14880,13476,13727,13570,14827,16149,14031,14754,14564,14522,13864,13736,15396,14479,15144,13497,16153,14697,12242,13169,14865,14806,15123,14865,14293,12229,13893,15204,12266,14349,15753,14234,12868,16694,14660,13115,13074,12320,13265,12804,13911,14722,13688,15419,14820,18677,13138,14333,14520,13884,12554,11623,13616,15317,12373,14535,14878,15612,14792,15708,13605,12709,13356,14922,13927,12907,12698,13451,13198,13515,12769,11942,15344,13931,13456,14015,14663,15403,16980,15188,13082,13758,12790,12044,12747,13084,13002,13708,13206,13911,12216,12582,13482,13077,14235,11469,12852,14500,12981,14485,13126,13304,13837,13631,11952,14691,13280,13537,14388,12076,13774,11766,15141,12685,13636,14867,13214,12901,14740,14010,14652,13115,14105
695.2211,Sesamolinol 4''-O-b-D-glucosyl (1->6)-O-b-D-glucoside,22611,20338,22646,20653,20682,22401,20786,22940,20395,19718,19348,18383,22682,20234,21008,21633,21697,20071,17966,18301,20964,20585,20970,20622,19421,21448,19804,19902,20526,21572,18773,21032,21691,20924,19228,18910,20516,21552,18904,19216,20534,20920,19914,19077,19647,18407,19783,18667,18411,21127,19687,20268,20768,20957,20131,17335,19833,18615,17617,20644,20753,17589,21129,19943,18235,18745,17910,18777,19868,19949,18972,17097,19212,22342,21247,18797,17937,21070,21481,20637,22287,20521,21609,20258,18908,18779,22567,21025,20390,18289,19579,23466,21505,21613,18710,19955,21352,18614,20174,18821,20792,21112,17474,18494,18830,20750,19666,19250,19571,19634,20105,18819,17466,22372,17691,18483,21666,18117,18581,18728,22037,19824,20651,20451,18210,17074,20110,19606,17995,17623,19485,17957,16394,20313,20956,19277,16858,17892,19962,17926,16840,18873,19119,18052,18455,20039,19047,18538,18460,18070,16836,20284,17561,20732,16982,16553,17326,17078,19553,17018,16134,17363,20304,17308,18581,16751,16709,17088,19111,20571,18142,19743,17861,17135,20159,19617,17107,20294,18059,18976,18227,17611,19578,21013,17700,19529,16116,16911,18001,19550,21950,18639,19015,17544,18186,20773,21247,21597,20212,18458,17445,19549,17132,20128,19485,18407,17523,17420,19055
695.5758,"CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z))",17778,19681,18621,21413,16345,18790,18368,17540,18053,16420,16743,20249,16849,17100,17083,15014,18197,18886,15787,15268,16690,14212,17154,16935,18033,19490,16447,16335,16430,15606,16161,16589,16822,20771,18457,18940,20788,16103,18202,16742,15521,16933,19241,17228,15166,15862,16464,18554,18558,20738,15951,15652,16487,16036,15418,16055,15908,17169,17943,16093,14284,15388,16090,14908,19829,18163,17799,18065,18408,15936,13998,14425,15190,17418,17305,21230,18605,19705,17842,18582,14979,15775,16513,16910,17676,16749,13965,17196,16020,16563,15824,17233,16102,16812,17344,16497,16838,13614,15258,15537,17205,15210,17613,17269,16318,18178,19398,16770,16525,18571,19047,18808,15794,16290,16198,17166,17864,15615,16074,15031,15448,14118,16835,17314,18904,15553,16852,16235,16722,18839,16564,16266,17310,16614,15199,16878,17515,16642,17988,16841,16365,17676,18953,18701,17682,16702,16171,18378,17002,17650,16711,15778,16522,24040,21111,20602,21343,20187,17699,16076,17488,16491,16062,13587,14615,23413,22370,17808,17427,17792,14769,16329,17860,16669,16723,18245,16795,15945,16823,18014,17019,16118,15042,16294,16048,21820,25150,16650,15627,16922,15489,16990,16243,17554,16199,18045,16894,16211,15136,16207,15501,16104,16011,17889,16393,17482,19688,14815,14617
696.4986,"PE(18:3(6Z,9Z,12Z)/P-16:0)",14044,14588,15588,13384,13292,12387,14616,14542,12213,13380,13942,12599,13793,12831,12735,12659,12350,12596,13381,12857,12686,12803,13282,13426,12994,13306,10983,12048,11588,13036,11857,12663,12623,14033,12832,12807,13565,15126,13531,13301,13901,16961,15711,13406,11361,11454,12211,13393,12541,12113,12899,11835,13167,11696,10880,12311,11557,12682,13077,12526,14343,12994,11577,15175,11718,11823,13472,12243,13591,13511,13525,16302,12319,12109,12974,13823,13404,12811,11223,13099,12939,13068,14486,14397,12891,11811,13557,14052,14343,14318,12837,14125,15141,14313,15730,14110,12476,13757,13359,13009,13622,13756,12620,12005,13122,12992,11481,13174,13468,14784,12628,13238,15002,13683,12045,11472,12392,13424,11858,12995,11583,12465,12453,15044,13799,10966,13202,13489,13272,12581,13291,11700,13231,13167,12989,14350,13911,14173,13789,12860,12099,14003,14856,13337,12696,12017,16487,12422,11484,11899,12657,14911,11763,12015,11221,12380,12773,11078,11188,13496,13529,11525,12413,12771,13643,11630,10759,12812,12989,11971,13796,14635,13066,13062,12179,13769,11861,14167,11347,12649,13320,13542,12029,11594,12421,12193,12101,11884,12762,14363,13247,12898,14656,12007,11150,13417,11854,12315,12299,13618,13371,13341,12923,12482,11899,12852,13037,12225,12733
697.4806,"PA(14:1(9Z)/22:2(13Z,16Z))",12261,13636,13184,14016,12652,12860,14848,12803,13309,13399,13548,13178,12973,14702,12036,11039,12695,12356,11034,12885,11875,13397,13697,14292,13059,12611,11303,12629,11846,10362,10743,11666,13600,12103,15715,12150,12452,14543,13761,11695,13537,13560,13005,13383,12694,11392,12717,12328,14129,12752,13486,13334,13201,12225,12586,13160,13532,11474,15595,13043,15404,12728,11777,12859,14879,14056,13266,12916,15398,12554,13621,13349,12915,12338,12777,12198,12674,13034,13303,12675,13110,12289,13053,12470,15102,11968,13259,13207,13759,13768,13561,12643,14172,13619,13499,12728,13715,13187,13161,12137,13327,13406,12750,12994,14029,12626,13396,14811,14156,13699,14343,13851,12482,11644,12255,12212,11840,11473,11684,11323,11951,13183,14223,11810,12028,12816,11681,12131,14906,12949,13691,10727,11300,12843,13089,13896,13719,13127,13261,13076,12982,12833,13004,11210,13236,14234,12390,16792,16068,14184,13669,13404,12930,13557,12837,12357,12462,13349,13632,13760,13884,14039,12569,13556,11834,12405,13079,12334,12773,12583,13011,12663,13761,13388,13125,15221,14171,13000,14080,13906,12096,13627,13736,13318,13327,14178,13949,14299,13789,12216,13689,12243,11176,12743,11196,12128,13086,11450,12581,11553,11916,12360,12388,13579,12496,11111,12364,14385,12692
697.5913,"CE(22:5(4Z,7Z,10Z,13Z,16Z))",20050,20880,20126,18833,17410,18121,16327,19129,15811,16505,19402,20383,20038,17062,13789,16488,17093,16361,15138,17891,17875,17435,16939,15295,18117,18209,13994,15335,15018,14991,17475,18820,19782,20085,15900,15757,15075,18065,17084,16402,19926,20316,18085,19310,17733,18425,16995,16780,15932,18798,15063,15630,16956,18362,17065,15623,13285,15707,16079,16885,14146,14821,18643,21649,16077,16359,17268,18461,15304,16116,21616,19351,17402,15676,19228,19871,17515,19652,20013,18055,16654,18024,20995,19545,17979,16052,17023,16465,20137,20729,18816,18954,20699,21213,18442,17084,18373,16972,16823,20615,16535,16559,16359,14454,18953,15992,17250,17209,15553,17645,15632,16509,16542,18211,15528,17435,17141,16241,14063,14658,16130,16544,16524,15655,16730,16078,14086,16691,17853,17713,16976,15106,17976,18118,17796,16503,15833,14463,17425,16478,18067,16311,16521,14869,15629,16715,18642,13580,14994,16939,17360,14446,17290,16531,14324,18570,15863,17479,15282,19644,16214,14824,18992,17152,16420,17873,20599,17187,15827,17256,14542,17833,19289,19553,17126,18381,17552,16486,19556,18246,18130,16523,15293,17322,16712,16359,14867,17743,17486,17363,16917,18478,16830,17276,18131,14527,15794,16173,15544,18265,15788,17250,16933,15155,16463,18765,15686,16883,15365
698.5589,Glucosylceramide (d18:1/16:0),22610,19836,19129,19043,15698,18180,20244,18853,17261,15794,18105,20262,16963,14059,18303,16814,15223,15424,15436,14912,15965,15554,14978,16827,15044,15359,14098,14467,14987,14503,15979,17303,18430,17598,17867,16391,17190,18298,15995,19656,16072,15251,16828,15993,17872,17086,16603,14658,16719,13802,15588,14797,14782,15430,12722,13035,14280,15816,15840,15049,14250,15306,13966,15883,14367,15062,16834,15543,13909,16145,16495,18700,19183,16847,17953,17303,17020,16824,16487,18337,17143,19290,18041,19448,15605,19703,19469,18092,19219,18746,19550,17122,21449,17272,16895,15322,16838,15844,17094,17475,19323,18548,16221,15646,15900,14970,16400,14709,15236,16038,14983,14586,15361,17602,14875,15436,15366,17351,13846,14038,13654,15808,16376,13675,16310,15322,16647,14800,19459,17356,17706,17423,13882,16048,14480,15170,14747,13706,15304,15178,15216,15214,14781,12765,16250,16537,18909,15077,14485,14549,16890,14816,16565,14895,13801,15676,16173,15681,13712,15748,15468,17426,16915,15669,15600,14718,17142,17281,14856,15996,14761,17205,16706,15244,15736,16670,15016,14207,15545,17575,16817,15762,15219,16213,15858,13750,12602,15079,17437,14474,15577,15284,13389,13860,15784,13037,14870,15148,15877,14927,15848,16756,16929,14870,16397,13267,15222,15049,16548
700.5276,PE(16:0/P-18:1(11Z)),41044,36094,40818,39410,30900,29553,34198,36316,33070,35189,45132,46890,35373,34739,32661,34259,30485,27882,31979,35222,32917,37533,31051,30519,31412,32009,33024,32457,30070,28823,35239,39314,42052,40630,31189,34631,36427,41426,35818,37241,40461,40306,41023,39331,33648,32587,33386,32032,34077,31411,30177,34164,34505,35284,32126,29121,29932,28588,35224,35266,33465,32679,34362,31320,33678,32259,36977,37982,34821,37001,36209,38252,36706,37477,36992,36816,34594,34030,37015,35495,33947,38955,44084,39100,36327,36525,37941,34841,39743,40991,41076,50378,43634,44494,34359,36631,34877,36693,33212,38429,37743,37247,32859,31254,33480,36355,34226,31786,37428,37019,40669,40856,39742,37629,30480,31086,32411,36075,31193,30543,28317,30554,30065,31948,36130,36569,34291,34935,37481,41128,34623,34823,36829,38225,36224,35067,36610,31984,34177,34866,33269,34976,36863,38020,31410,42650,37993,38257,38310,36797,35960,33426,32833,31440,30164,31916,33059,31372,32013,35345,40852,37845,33087,31248,34350,34045,33485,42235,34631,33124,37186,36253,34836,34558,33451,36309,34734,31593,31998,39827,37707,34278,33712,31815,34020,28410,30622,30935,33711,36466,38546,35385,34208,31963,34245,32572,31902,27931,32502,35352,34300,36989,34071,38083,37860,30722,31608,29753,33928
701.1572,Agrocin 84,15507,16927,15255,19188,14519,13333,15143,14772,15259,14117,14426,16030,13454,15095,15154,15146,14454,14544,13309,14886,14234,14909,12982,15208,13362,13146,12707,13201,12838,12801,13276,13019,14070,13292,14318,14886,14710,13282,14212,12863,13989,14093,14914,13058,14167,12378,14352,14945,13800,16638,14668,14230,13262,16109,13709,12418,13038,12244,12750,15395,12962,14125,16388,14217,12179,12941,13271,12034,11953,16701,16526,13354,15581,14998,14376,14528,13334,12590,14942,14322,16255,15689,14920,14844,17505,15873,12669,13323,13562,14154,14947,13602,12671,14484,13790,12391,15442,14895,14542,14025,15013,14690,14271,12729,15498,13693,17331,13476,14818,12496,11562,13344,14701,13658,14159,15230,15566,12821,11853,12788,12709,13106,12844,12449,13987,13255,12804,13031,12724,12591,16237,16519,14482,13554,17586,13887,14497,13350,13779,14032,12569,13784,15591,12291,12880,13767,14014,13947,11285,13241,12770,14582,13125,12381,11396,13800,13944,13319,14466,12677,13467,11747,14025,13393,13042,14390,13308,14442,15322,12598,14630,12113,11212,11960,13300,12074,13135,13854,12335,13535,13259,12561,12877,13480,13865,13208,13278,11933,13325,14549,14270,13683,14769,12280,13042,16851,14206,14079,13207,13520,13277,13620,13665,13530,13213,13743,15499,13615,12935
703.6027,"CE(MonoMe(11,5))",44767,40237,37970,36972,30981,29308,36550,32603,29655,31204,49867,48006,33581,36169,30966,33807,31725,29820,31804,34337,31376,31304,30789,29681,30435,32957,29129,28298,26302,28402,35899,37651,43004,40927,28477,29291,35726,39580,28097,30099,45291,48418,43135,40988,33894,32368,36818,32661,33306,35124,33795,35710,37339,40212,28735,28482,30275,30692,30550,35650,30588,32500,34058,34637,32610,32267,36082,37729,34313,36132,39571,39641,36618,35857,37988,41221,29391,32921,37504,39547,33660,34077,50861,49241,35463,32583,32207,40467,41310,43084,41514,36934,45325,42445,35804,32451,34419,39737,37105,40528,36193,36706,31705,32607,35882,35426,31873,33566,35372,31865,36606,35582,39435,39558,31942,34344,32598,36115,31349,33382,30633,31652,33624,35130,36009,39793,34617,35760,37418,38461,33731,29685,32731,34029,35920,38129,31584,35554,33412,33798,31896,34790,40679,38077,31858,35428,40381,36787,36923,34862,32093,31932,29668,31880,32043,31081,32503,30625,31866,34282,37933,32801,31632,33867,36418,36457,33260,35042,34316,34022,36630,33475,37380,33937,36020,36302,35113,33768,35365,35887,37531,34869,35341,29259,30197,28545,29722,33157,34689,38560,37848,38777,38484,36901,36100,37671,32172,31982,32678,44766,39531,36389,38013,37174,32428,26830,27735,30815,30171
703.6378,"CE(22:2(13Z,16Z))",30127,29288,27470,28931,25648,28793,30178,29881,25255,24542,31736,34551,25248,27762,23151,25717,25996,22935,22940,23934,25462,25737,24909,26521,23106,23979,23694,23471,21797,21427,26833,26559,31475,29174,25194,23058,26189,30085,23496,22502,32327,33164,28680,29286,22818,25653,23326,30175,23261,26480,22397,24927,24549,25760,20466,22843,21908,21820,26881,23325,24738,26628,24330,27601,22464,24356,24202,25001,25019,24667,25983,28456,27019,25269,27065,24630,25345,23768,27913,25748,24702,26353,31219,27984,25076,23896,28766,27557,30101,29352,30405,29476,29875,32786,25873,23689,23079,29216,29928,26962,28561,30468,23197,25177,26834,26470,25565,25590,27052,27513,28051,24146,25414,29511,22106,21870,23533,23449,23410,23308,22025,24967,23989,26107,26974,22826,23062,24548,28324,24184,25561,25834,23377,23410,25000,24010,23180,21026,23159,24760,22955,25812,25679,26291,21211,25899,28083,25027,20772,25371,25027,22909,22311,20582,22954,20721,22039,22686,20241,23231,22455,22770,21692,25233,25228,21129,22243,27526,23961,23406,22604,22723,22553,22567,24402,24141,21650,24678,23370,22182,25390,23368,21922,26508,22714,18791,18118,25033,26893,27362,27768,24507,23764,25706,25095,21718,23452,22992,23677,26885,25200,25389,23963,23462,20057,19026,21506,26345,22122
704.5232,PC(14:0/16:0),21793,23238,17967,22248,16094,16784,18799,18352,18356,17847,16268,16754,16611,20738,17973,17980,15232,15514,15808,16936,14682,17549,13527,16282,16127,18039,13992,15606,14291,13635,15882,16808,18082,17964,14885,14237,17544,17999,16652,15734,17145,19270,19332,21061,16583,15748,16336,14329,13231,15228,16369,16786,15285,17548,14665,14562,14406,14968,16147,16672,14233,14384,15198,16386,15625,14112,14093,14707,15726,17661,17001,15957,17500,17606,15892,15892,16892,17459,16479,18524,17528,18499,19034,16993,17385,15532,16036,16094,18337,17573,19229,19995,17498,18715,18333,16480,17767,14951,16210,17878,18296,23798,14419,17541,15797,16471,15998,15491,16350,18411,16711,14443,15017,17949,15098,14766,15836,13518,14951,16111,15597,13334,14923,15510,15532,15787,13298,14317,16660,16606,17369,18790,16246,14880,16564,14491,15185,14456,15663,15540,16560,15415,14368,13312,18319,17338,17507,14493,15719,14744,15595,16548,14691,11704,13567,15706,16069,13524,14512,14390,15717,15299,14582,15587,15989,14680,13967,14543,14397,13890,15853,14981,14570,16509,18934,15019,16454,13569,15814,14284,15754,14635,15370,18094,15291,12866,14514,15889,20217,17033,15964,15822,15143,13229,13025,14603,12728,14981,17482,15602,15828,15420,16813,16431,14804,15440,12832,16690,16965
704.5821,SM(d18:0/16:0),21103,20227,19880,20518,14640,19571,17513,19851,17205,20994,18980,20327,17780,18068,15531,17843,14506,16082,14670,15754,14729,17200,16807,14852,16514,15295,14720,15311,16543,14061,16294,17403,17194,21495,15645,16878,16936,17453,16103,16622,15975,18677,18491,24547,15238,15251,14982,15882,14421,14981,15480,15284,15772,17377,13417,12744,14382,13582,14905,16428,17252,14653,16078,16713,14497,14763,18984,15255,16458,15784,18153,16628,21309,18563,17660,16337,17305,19012,17163,18966,19442,18373,20426,17843,15367,17582,17817,15549,18771,20523,21052,18555,22004,17512,15518,15245,17327,16421,17089,18397,21186,16780,17035,16217,15583,16176,14180,16643,15393,17900,17755,18541,15666,19778,13786,14073,14275,15310,15729,17188,16046,15300,13636,17057,17771,16858,14323,14028,16646,17293,16485,18602,17209,17291,16129,14771,14070,14949,13750,14884,16230,17467,14262,15450,16672,18446,15446,14830,14277,15833,17932,14511,16328,15118,12630,14091,15899,14056,16527,15673,14962,14813,13679,16775,16219,14763,14398,14077,16489,14906,16436,15916,15196,17100,17398,15110,16715,13999,17229,14348,15744,13623,16196,14396,15339,15840,14921,14717,16759,18341,17293,16824,17180,15851,17312,15844,15577,14731,14863,16209,20157,16042,21825,16929,15837,14368,14559,15793,15023
705.1808,"6-({8-[3,7-dihydroxy-2-(3-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-yl]-...",28498,24318,25741,27105,24275,22498,25941,27587,23898,24162,24294,25629,24741,25120,23605,24968,24345,22517,25859,22637,25960,21671,23314,24727,23736,25659,19974,23167,21195,21382,23964,25418,24200,22365,24224,22972,23897,25127,21262,23316,25205,27358,25888,24675,27589,26062,24550,25088,23066,22714,20854,20336,25488,26342,24967,23586,20532,23592,21493,22492,21343,22270,22072,23700,22133,20244,24447,25231,24051,23673,23913,27612,23982,25438,26845,26642,25517,28304,24320,25613,25572,23406,25218,23269,22996,22398,23829,23780,24037,23466,23644,23941,25960,23744,23510,26584,22486,21557,22701,23003,23929,23145,20340,24388,23178,25190,24122,23046,22880,22452,23298,23137,25702,23991,21189,23906,24394,24263,21285,23551,20674,22629,24837,25639,21228,21112,21246,20857,20252,23942,22427,23327,22062,25542,22663,22283,23259,21488,22988,20146,21749,22969,20948,22231,24560,23365,20723,21949,21491,25333,22897,25055,25667,19929,21665,23677,20410,19828,22462,25917,21270,21360,20207,20811,21006,18094,22242,19835,22516,19714,21262,22335,23060,26713,22748,24025,21715,22532,24441,19836,24681,18502,22451,20435,20886,20620,21559,20246,20924,22017,22050,24707,20058,24089,22966,23356,25459,23254,22156,22109,21915,24381,23874,23260,23715,20135,20870,22858,20973
707.6203,TG(20:0/a-13:0/8:0),31574,24635,24619,28110,17525,21452,19983,24483,21782,22000,25102,27708,21916,21396,19862,20741,19780,18465,21993,21305,18846,22748,19373,20233,20735,20158,17060,16822,16982,18624,22193,23910,26245,25292,18398,21865,21802,22090,19804,21273,23548,29011,28020,26848,20811,20815,23002,24775,18796,21365,16761,19281,22679,23960,20151,18979,17548,20392,21568,22085,19755,18932,22780,23651,19227,20155,21342,19886,22740,22677,25273,25900,29584,27004,23304,25870,24478,23727,25094,26489,23756,25005,30351,28796,25288,23055,22524,20892,30979,30314,35212,32496,27922,32291,23322,20343,20814,19777,22984,24051,19701,20882,22776,25408,24638,26666,21367,20368,25587,24253,23922,24653,24082,26902,19733,18737,20830,21118,19294,19661,18475,18433,22187,22463,24581,23707,18456,18778,26113,26361,21222,25262,22488,23475,22000,23211,22032,22188,22262,22827,20057,25522,24159,22900,20595,22904,22777,20025,19365,21080,26730,18540,20932,17394,17994,21112,19170,16568,16545,21541,21252,22594,22472,18997,20435,18476,20570,23110,24433,18304,17530,19949,19909,19880,23107,21336,20969,21316,21366,23364,22687,19712,21271,24447,22140,17149,19187,21784,27136,23753,25546,25115,21864,19137,23488,20981,20027,20275,22856,23184,24191,24730,22397,21788,19806,18246,18512,17719,19448
