ionMz,Top annotation name,mansuy8_059,mansuy8_059,mansuy8_036,mansuy8_036,mansuy8_054,mansuy8_054,mansuy8_030,mansuy8_030,mansuy8_074,mansuy8_074,mansuy8_011,mansuy8_011,mansuy8_049,mansuy8_049,mansuy8_005,mansuy8_005,mansuy8_044,mansuy8_044,mansuy8_032,mansuy8_032,mansuy8_050,mansuy8_050,mansuy8_020,mansuy8_020,mansuy8_024,mansuy8_024,mansuy8_019,mansuy8_019,mansuy8_060,mansuy8_060,mansuy8_017,mansuy8_017,mansuy8_070,mansuy8_070,mansuy8_033,mansuy8_033,mansuy8_068,mansuy8_068,mansuy8_055,mansuy8_055,mansuy8_031,mansuy8_031,mansuy8_034,mansuy8_034,mansuy8_018,mansuy8_018,mansuy8_066,mansuy8_066,mansuy8_080,mansuy8_080,mansuy8_041,mansuy8_041,mansuy8_027,mansuy8_027,mansuy8_056,mansuy8_056,mansuy8_071,mansuy8_071,mansuy8_043,mansuy8_043,mansuy8_012,mansuy8_012,mansuy8_029,mansuy8_029,mansuy8_035,mansuy8_035,mansuy8_015,mansuy8_015,mansuy8_078,mansuy8_078,mansuy8_004,mansuy8_004,mansuy8_079,mansuy8_079,mansuy8_064,mansuy8_064,mansuy8_077,mansuy8_077,mansuy8_040,mansuy8_040,mansuy8_039,mansuy8_039,mansuy8_028,mansuy8_028,mansuy8_065,mansuy8_065,mansuy8_023,mansuy8_023,mansuy8_053,mansuy8_053,mansuy8_022,mansuy8_022,mansuy8_026,mansuy8_026,mansuy8_072,mansuy8_072,mansuy8_063,mansuy8_063,mansuy8_061,mansuy8_061,mansuy8_069,mansuy8_069,mansuy8_062,mansuy8_062,mansuy8_067,mansuy8_067,mansuy8_076,mansuy8_076,mansuy8_073,mansuy8_073,mansuy8_045,mansuy8_045,mansuy8_014,mansuy8_014,mansuy8_057,mansuy8_057,mansuy8_025,mansuy8_025,mansuy8_010,mansuy8_010,mansuy8_021,mansuy8_021,mansuy8_042,mansuy8_042,mansuy8_037,mansuy8_037,mansuy8_016,mansuy8_016,mansuy8_075,mansuy8_075,mansuy8_051,mansuy8_051,mansuy8_038,mansuy8_038,mansuy8_052,mansuy8_052,mansuy8_006,mansuy8_006,mansuy8_112,mansuy8_112,mansuy8_102,mansuy8_102,mansuy8_108,mansuy8_108,mansuy8_100,mansuy8_095,mansuy8_095,mansuy8_101,mansuy8_101,mansuy8_103,mansuy8_103,mansuy8_098,mansuy8_098,mansuy8_113,mansuy8_113,mansuy8_116,mansuy8_116,mansuy8_096,mansuy8_096,mansuy8_105,mansuy8_105,mansuy8_089,mansuy8_089,mansuy8_086,mansuy8_086,mansuy8_114,mansuy8_114,mansuy8_107,mansuy8_107,mansuy8_104,mansuy8_104,mansuy8_111,mansuy8_111,mansuy8_097,mansuy8_097,mansuy8_081,mansuy8_081,mansuy8_082,mansuy8_082,mansuy8_088,mansuy8_088,mansuy8_092,mansuy8_092,mansuy8_094,mansuy8_094,mansuy8_115,mansuy8_115,mansuy8_093,mansuy8_093,mansuy8_085,mansuy8_085,mansuy8_084,mansuy8_084,mansuy8_087,mansuy8_087,mansuy8_083,mansuy8_083,mansuy8_099,mansuy8_099,mansuy8_091,mansuy8_091,mansuy8_109,mansuy8_109,mansuy8_106,mansuy8_106,mansuy8_090,mansuy8_090,mansuy8_110,mansuy8_110
172.0616,Acetyl-Glu-semialdehyde,15153,14271,18645,14689,15242,16162,14629,14553,14346,15552,15810,16778,15260,14323,15270,14598,15137,14887,15319,14925,13736,15327,15362,14522,14368,15347,13781,16044,14978,15156,14740,14457,14561,14813,13253,14021,14649,12984,13450,15528,15029,14127,13353,16010,13995,13817,12470,15129,13778,15406,13665,16166,15449,14457,18716,14187,16922,15269,14029,15886,12610,13417,13958,13072,15981,15962,15923,13611,14162,14113,16363,16165,16209,14107,16649,15708,15858,14754,15128,13567,15501,14804,16294,14553,14424,16270,14013,14904,13386,13165,14609,14317,18037,16408,14661,15066,15902,14592,15999,15549,14725,15105,15879,13446,14065,13776,14621,16073,16614,15050,13566,14355,15205,13536,15714,14134,13969,15448,14139,15046,12811,13584,13925,13154,14421,13988,13669,14127,14421,16165,14851,17073,15986,15631,15590,14649,14940,15942,14602,15000,13740,15088,15090,13992,16270,16144,14122,14990,12941,14530,15871,13053,14213,15813,13679,16242,17618,16080,15600,14256,14169,15076,17055,15021,15264,13398,15274,13890,15431,15967,13904,14313,17143,13233,16164,13983,13639,14138,14979,14364,13965,14022,16253,14175,15597,15122,15193,13915,14962,16656,15535,15783,15469,14871,14740,15382,16554,16591,17871,14366,16142,14516,13542,13958,15058,14149,14918,14367,15018
172.0981,Acetyl-Leu,96353,90423,99236,94618,75667,73770,90221,96855,74631,77690,90960,95255,83798,85699,76488,79606,79671,81231,88943,92300,76282,74730,103196,100766,97427,101637,79266,78696,74401,71290,86074,91558,89774,84039,103167,101634,83602,84877,81732,88368,93482,98179,124932,115581,103832,108369,80643,75976,83757,84174,78623,78439,90758,95998,88896,88447,88573,93492,112257,108850,87551,80241,89839,88594,88451,88222,99973,100072,85135,84802,104722,111928,101876,95791,94662,89506,109373,114552,95712,93148,103729,108543,96596,95020,97404,101609,85616,86583,90060,99470,106599,103764,109289,109613,94734,103251,74834,77446,84284,88433,68638,68315,79522,82236,103115,100941,91954,87476,100039,101519,92976,97267,96772,95051,71609,72703,98716,101032,103258,108606,85071,94285,75812,71659,83562,83496,79883,82551,105149,101595,93168,95399,100608,103741,105215,96496,102502,95919,139874,143639,87881,82057,75072,75857,88378,88683,91162,82519,78415,83758,81306,78947,78196,72875,72927,84724,88980,77137,75627,85016,83417,85664,96091,84500,83216,87453,81676,78042,79155,69240,74522,100438,100757,121512,128678,96313,86353,84762,77804,90847,87075,72964,74648,109234,114341,75900,73260,118431,134324,88502,85029,73241,74023,79620,78159,76589,83331,79509,88085,82508,91693,93788,94793,100582,99714,87000,92596,70837,70878
172.109,Indospicine,29359,28265,31862,30879,34786,32300,34986,30535,30623,29933,31529,29810,28964,30098,31130,33264,34545,34766,33793,36033,33085,30629,33992,33964,34213,32783,36156,36129,36351,34380,33176,32088,30214,32142,31932,32586,31482,32922,34035,33719,31312,28572,32761,31800,31006,30213,33493,35256,33565,31579,30151,34456,33729,31118,37427,38052,37388,35458,33927,35335,32007,28731,32505,33494,32050,33230,33569,32720,32022,36930,31948,32154,28833,30975,29966,32812,38043,31109,31099,33748,32050,29732,30033,27646,31022,32604,32161,30944,30086,30503,30439,31798,30370,29507,31526,33025,33210,30021,30470,31488,28146,29966,30865,31331,34394,32910,29906,32668,30293,29777,33152,32369,29557,30988,31983,35827,32872,35753,30670,35527,33914,35343,34360,31492,31854,34007,33507,34825,35094,31042,34389,34051,36991,33841,32440,30639,34882,31664,37346,35376,34439,34179,34912,31757,33761,32123,33099,34284,32046,33358,31993,32143,33625,32401,34207,35843,37573,32771,33636,32591,35071,32903,34289,29892,29171,35545,33418,35741,33345,32496,34685,33793,35674,35200,35073,33165,35678,31957,35917,31445,32019,31648,34224,32935,33499,34924,35946,38535,36589,32034,33898,31888,32352,30079,32720,35182,36584,31481,34360,34708,34261,34540,32455,37933,33102,34315,39653,34396,33878
172.9914,Phenol sulfate,257768,248956,185518,169643,196980,204758,253203,264506,195562,182880,246648,261703,185678,181622,152574,146841,251246,256248,229520,231626,178104,169356,172394,175939,150809,147791,175434,178483,168258,160505,161031,171060,211532,222798,144656,141355,182451,196449,162552,161077,207459,236612,158685,151701,249102,256327,277131,284189,272598,268650,157486,150642,160074,162016,148671,147373,168513,176272,153368,152314,157222,166821,270535,273174,259247,253652,399449,431392,240128,238788,179664,177647,250477,257304,187199,192701,148700,149778,152537,153882,149808,144851,267454,276675,181719,180564,190911,201791,264211,257383,176757,171962,186542,193604,235348,241380,190596,185518,265147,282577,170362,165540,194995,189707,161438,156138,183904,181763,240105,247450,363085,349683,302425,300192,267899,266428,166213,168836,319726,323019,173302,160430,193736,200194,273325,263822,193066,195353,174446,166523,178807,174883,205193,209469,189809,196312,175983,179477,247747,245403,300342,314891,294729,284358,221170,262717,269160,153238,147776,158979,168672,217720,220379,263887,261218,254140,247652,175676,169303,152676,142069,254607,264355,153195,149778,209858,209989,310633,371828,191176,182201,341060,342390,189845,173933,153391,151874,215882,212464,154404,155895,190028,210156,172358,178085,219690,218901,150062,153105,188535,192358,172597,174044,236252,245907,194097,187746,247855,245972,225151,214152,175114,170062,241927,241687,213488,205776,215578,227908
173.0091,"Aconitate; 2,5-Dimethyl-3-(methyldithio)furan",207195,193601,144075,144741,150432,149025,175988,189736,157428,156904,164088,181758,161607,152717,145127,148669,148178,153012,167631,175426,155665,150124,177784,181408,177093,175924,156859,155121,141438,137352,156593,171813,161559,169031,140394,138071,127646,134358,147140,157445,170581,180833,180222,173260,175020,175166,142562,129227,157715,153349,125820,130132,159249,163937,154568,152712,142378,137509,155451,163552,152264,155284,168268,167352,152508,139441,143975,149654,154908,170906,164613,168283,177587,183641,164116,176576,174516,186344,152978,168235,170879,179259,190472,191908,156163,150271,164457,171005,157454,150151,179510,184158,185048,193730,173258,169552,147225,148776,169180,172718,127528,121470,161495,162203,160839,159888,164034,173882,169074,174916,152003,147941,166644,165844,120128,123932,142704,156560,152656,157505,145090,153236,152483,153870,158717,154089,137438,146965,168772,172128,130063,128659,135755,146878,141687,144681,159103,163761,155682,153786,153582,158394,143572,137591,156600,157296,162027,131098,132619,147786,151222,144255,142999,137302,134872,143361,152971,145861,149811,146495,152792,138884,132097,159309,165879,145621,146051,137586,137559,125347,133935,138813,140745,157732,149246,135431,139908,131958,141533,133020,143406,127472,127225,149599,153333,128041,123618,149508,156568,151715,148722,158473,167928,153571,150069,139597,137781,138648,145053,151216,145469,152540,149275,160201,154643,135069,140552,137617,140984
173.046,Shikimate,17613,16274,18966,14943,15133,16256,15170,15490,14607,14891,13708,17690,16560,14680,14148,14743,15749,15479,13941,15584,16421,14820,15534,16987,18144,17790,16249,16052,15793,13880,15290,14662,17103,13982,15385,16221,14613,16140,15900,13918,15671,15700,15112,16652,16717,14118,15614,15946,15180,14744,13496,13664,15016,14659,14711,13764,15866,13907,13648,13318,14620,14870,15266,16563,16810,15284,14888,15389,14628,11980,16146,15289,17174,16573,14785,17788,14378,13975,16739,14777,17039,14994,16788,17302,15880,16804,14180,15159,17327,17041,14875,14681,14786,16065,16924,15415,14110,14768,16517,14277,13320,14871,14251,14140,13853,13818,14510,14827,16191,13352,13758,16231,14251,16199,14084,15094,16051,15320,19972,15437,16782,15945,17468,16238,14681,17584,15054,15198,13476,15760,12216,13472,14784,14505,15891,16006,11854,13379,17071,17292,16476,14171,15968,15510,15212,18854,15436,15427,16299,16009,15108,17042,14091,12767,15780,15596,16453,15962,14024,14135,14452,16272,15418,13837,15156,15922,14330,15108,15249,16433,14456,16267,14729,14077,16838,15525,14223,14427,15181,16180,15813,12105,14409,15269,15578,14138,14801,14316,14788,16335,16359,14013,17943,16201,16325,15267,15264,17305,15897,15663,17059,15219,15407,15768,14822,15870,14733,16306,15119
173.0569,Formimino-Glu,26474,22521,24048,23142,24508,25401,23964,24052,23650,24407,24030,23122,22220,24923,23632,22728,25305,26969,25250,26129,22570,22355,22098,22652,21260,23375,24747,23380,26592,24035,22324,21781,23274,21183,24816,25893,24106,26303,22427,22758,25566,25305,21816,22543,25468,24091,24496,20764,22419,23099,21331,20240,20337,21864,20389,22227,22254,21593,22012,22399,21674,22620,21772,25025,22773,24753,23968,20885,22030,21478,21714,24565,22295,25520,21293,22236,18082,22569,20207,20404,22815,20692,21049,21679,22039,24464,23835,24475,23173,22149,23258,21672,24425,22586,24885,24730,21321,20978,22440,22149,21889,17910,20842,20599,20340,22957,22883,23891,23227,22599,23947,24227,24358,23904,21114,20284,23100,20518,26786,24570,19930,21200,21858,23160,24548,23336,25678,24048,20445,19943,22537,22295,23041,21700,25570,25283,21835,23069,23341,21497,20079,21500,23674,22525,21914,25050,27625,20562,19195,23488,21360,22078,20978,20824,20632,21754,19610,21276,20878,20114,21191,20677,22110,21797,23343,20218,19029,22311,21908,22039,21433,22668,24596,21435,18419,19214,20909,22778,26353,20932,19298,22224,22616,21502,22047,20152,17978,21082,20805,21553,21979,23381,22647,21039,19873,20178,22307,22189,21994,22061,22075,22177,20248,19437,19832,17742,20882,20466,20585
173.0717,Indole-acetamide,29133,31336,29344,32280,31260,34452,34854,34268,34216,32880,34763,33642,34620,34134,34330,30846,37400,37593,37124,34880,35180,34206,34314,35281,34778,36705,36932,36915,34945,35966,37872,35226,34699,36425,33884,36310,35819,35443,34540,37374,35288,35010,31097,33602,33449,33076,32115,35353,35505,35595,36505,35706,35657,36733,35991,34696,40719,38040,36439,36584,37305,36035,35656,36382,34464,38802,36789,36789,37789,36632,37674,36387,33224,31434,34480,37123,35476,35441,35242,34517,34263,34997,32303,32623,36638,36858,33522,35604,32350,32854,34274,33531,33776,34028,38501,32259,37217,34745,34331,35306,34153,35238,32408,35629,36296,32933,32897,38580,34442,37666,34655,35855,33983,36477,33923,37067,37119,38102,41194,36844,37854,37421,38510,35011,36116,37396,38443,36380,36184,34904,36948,39244,34174,39705,38614,39520,35824,38362,38134,34828,38556,40066,37919,40004,38858,34750,36121,39003,35293,37579,35295,36909,36296,36210,40054,41538,37443,38912,41541,36742,37632,39648,38781,35997,36030,35950,39897,37197,39037,40250,41462,37084,38193,35651,37524,37700,39408,37669,39302,37062,35565,40153,39120,38375,39702,39782,37570,40276,39327,38501,37142,40169,38348,36347,38143,41667,40235,41424,38971,38905,43164,37663,37387,38540,34761,42650,39722,42803,43387
173.082,Suberic acid,21208,19908,20673,20647,19890,20604,19572,20727,20790,18314,18568,22390,22143,22786,16910,18840,20701,17967,20633,20785,17677,20374,18136,17557,20153,20206,19236,19614,17779,20707,19557,18848,22191,20581,20369,17763,19613,20745,18267,21855,19995,23021,17778,20924,18627,19233,19523,22075,17569,20861,17831,19783,17974,18940,19807,19697,17832,18472,20352,19484,19991,19787,18129,21328,22243,21297,19607,18809,20052,19423,21240,20662,18487,21704,19457,19735,21465,19815,20206,19553,21455,19614,19950,20723,22733,19968,21410,20182,19863,19020,22066,19812,19720,20971,22419,18216,18885,21642,22950,20292,18099,19562,19995,20575,20354,17700,19789,20465,21237,21020,20006,19365,18040,18438,20424,18824,18910,20825,21366,20179,19367,18528,20110,19506,18039,21876,17207,19656,20607,19979,19852,19905,21495,20637,19105,18626,18852,19561,26724,26319,20484,18822,21112,21468,21500,20569,25184,19103,18830,20508,21466,19935,21967,19494,21820,19258,20464,19483,20319,20695,19480,21616,19668,19948,21304,19475,19972,20019,20419,20037,21376,26568,26282,23982,23136,20681,21493,20947,22851,20241,21357,18769,19499,18235,18564,18730,20520,18146,18408,18790,22257,19169,23256,21129,20481,20954,21036,18500,21427,20537,18037,21422,18466,23171,19740,17911,19527,19538,19779
173.0932,Acetylornithine,51736,49599,51934,49874,45978,48081,52889,55100,54648,50620,48333,50372,47640,44541,47956,48113,53175,47837,54120,53451,42741,50103,52325,51326,45187,48500,45654,43550,43392,46068,50631,52013,46376,45134,50202,51318,50852,50717,43059,44252,54237,50217,52370,53273,55054,58501,47976,46130,47370,49541,47423,44303,48209,51494,50237,45108,44147,48518,45372,43658,42942,48039,48295,51329,51288,55894,50220,51674,44807,51398,53821,53164,45894,46879,48406,46456,51767,52903,45951,43790,47130,44304,48279,45404,51842,50922,45205,47624,46599,46475,46157,44706,49475,50460,44267,44022,46548,46575,47591,47372,41031,38490,43150,48973,43337,46785,50864,47362,47672,46934,41094,46386,50775,49928,44299,42089,46633,50069,56228,56521,49910,46917,47546,49867,46509,48543,45569,42940,44761,47862,48809,46686,42751,44651,47062,47543,48534,50583,42542,43781,48465,47417,49291,51485,46649,42807,51275,42109,43321,44853,43907,38248,40519,51773,50954,44526,49302,42107,43034,51123,47488,42314,39187,45179,47522,44609,45332,45543,45665,44785,43004,45817,43548,38295,39610,37900,41516,47581,47421,45189,42587,42622,42565,41535,39127,45567,46421,40316,38719,43402,46899,45500,40969,52232,53172,47575,45218,48311,48018,48361,44805,43885,48089,46802,42235,41137,38438,38922,37879
173.1045,Arginine,140098,143559,148184,146028,141555,142903,148285,152291,152349,153123,145277,152282,149614,158917,138049,137700,156051,155857,141923,145947,142857,153452,138480,147466,132448,132296,144082,138282,145590,142925,133999,137206,149888,148437,142578,142649,150370,154802,145162,136369,143497,143221,141121,136893,157296,156596,159168,158592,168225,169155,151329,150607,148113,154468,162775,153599,150888,153359,138400,136457,145065,146663,151466,159629,168917,159894,148343,146575,149926,159063,145311,146810,144906,146499,159052,154992,155369,159726,141196,142856,142436,143856,146926,143567,148194,142997,145047,150421,146569,148986,140519,138886,156207,153855,163695,154643,150987,156860,145909,140176,141524,148653,163710,157662,151948,149466,163219,167553,152113,150199,167699,181840,157199,150898,158596,159706,152146,147968,195083,185104,163184,151694,169634,172082,166107,167982,157628,157100,140589,139570,167600,168816,150419,149145,159822,165370,164001,161302,143692,138874,144964,152265,189854,190419,140388,145926,144615,156725,156067,160066,155964,143670,146978,183883,173880,159319,155937,146305,137002,161247,156797,145987,139631,144613,139993,170324,160992,161730,173780,153765,149459,156551,148621,140223,135227,142886,146061,157100,166838,161931,159055,152893,157995,150615,147771,188266,197857,139143,129973,149654,147068,157647,159897,170531,167946,176895,176071,169556,172971,175742,171374,164225,167886,162414,172236,176840,182458,151802,148642
174.0407,Acetyl-Asp; Berteroin,114120,109380,81219,71652,87265,92192,100030,102590,86621,81141,86177,89680,69392,78634,81398,82958,82824,92694,91724,97033,77646,78432,93444,84521,87820,91346,80142,83167,73628,73412,84897,90064,85235,84390,75086,75036,77035,77270,75232,83388,82054,85680,91905,94616,81349,86877,73379,75705,95863,89319,74541,75071,77490,80141,77896,82804,71328,70947,81761,84094,80958,83621,76091,85060,74827,71118,75226,73683,80638,81342,85051,80245,90821,91414,84081,79535,94323,93232,79287,75817,83991,92262,85830,91364,86418,85591,74563,71360,87645,93418,88544,85131,79598,76785,86765,88808,77655,75133,105984,109177,80594,75148,85510,84050,71933,77707,88587,87276,81038,95194,74146,80076,86138,84595,88183,87950,76185,74942,84217,78265,74857,74833,89822,81610,79696,82579,74936,77543,79586,85595,71458,73700,80413,87823,81159,85701,80541,75779,78997,81688,97264,105311,78545,79730,85245,83304,78475,68258,69815,82835,84877,68968,65979,80967,81676,80013,80076,73561,75317,77566,76242,82405,75151,96756,107094,69507,67939,74875,78298,66284,64999,65018,63344,77753,77476,72299,68421,76716,82373,74228,74556,66113,64129,75459,77300,70681,75322,74347,74424,73333,75276,86154,91388,91317,91845,84264,78664,90242,81468,82100,79933,88845,88536,82253,77860,81538,78852,77757,66647
174.0555,Indole-3-acetate,17500,19237,18283,17686,17289,20643,17463,16364,16706,17518,20795,17917,20836,18801,17648,19856,20925,19064,20456,17613,18564,19702,19224,17607,20009,18240,17634,19409,19651,18119,19758,20815,17230,19736,18050,21654,22567,17730,18792,16882,18886,23685,20068,18388,20495,18338,19262,17291,20201,21172,18621,18844,20504,19637,17724,20141,19288,22351,20471,17120,18903,18878,19637,21637,21077,19906,22396,17578,20464,21328,20632,19761,18753,20519,20102,19526,20903,19601,20228,20820,19855,19842,19739,20396,18785,21112,22173,19448,20354,19557,19251,19701,18713,22306,19033,21760,18552,19995,20875,19232,19873,19820,19015,20914,18565,21159,19158,18927,18515,19578,21842,19638,22560,22341,18576,18644,24527,21801,21405,20693,20589,21210,18743,22509,20524,20320,18054,19004,20470,20861,18816,20230,19333,20137,19102,20450,19458,19532,19036,19246,21464,21513,20318,22369,19114,21396,20929,19948,20768,20298,19600,22981,19234,20547,19625,21619,19311,20907,20442,20419,20348,19241,21788,19809,17574,19421,20932,22879,22298,22035,19342,18535,20599,22972,22435,21110,19117,19587,22250,20160,20221,19652,19835,18896,17561,20220,18511,22308,21128,20854,20340,18233,20331,21077,20620,21827,22459,22471,23261,21304,19350,19059,21266,19741,22306,21057,18734,22931,21714
174.0771,Calystegin B2,17631,17952,16893,16083,13968,15560,20030,18949,17896,17598,14406,15482,16313,14872,18404,14789,17999,17817,17628,19142,17999,16081,18667,16876,16128,16579,14344,17483,16935,16559,17208,18020,18172,18663,18390,14285,15139,18831,13127,16628,16124,14620,16860,15904,13726,15378,17023,19258,18492,15469,16355,16132,16926,16005,14786,13466,15773,15241,17054,15950,15105,13182,17112,16247,17187,17509,14403,16861,16607,13049,15405,16528,14551,17140,15767,15993,17398,16586,14766,14352,15633,16535,15817,17438,14924,17134,16138,16350,17640,14575,17291,17721,16866,18891,13717,14338,14822,16432,17114,21050,15390,15748,13997,16907,15355,18112,15302,16317,16378,15828,16228,15993,16215,15694,16021,14687,16392,18685,17701,17295,18254,17544,16516,18478,17468,16216,14979,16071,14712,15157,16734,16558,17158,14979,15128,14775,16504,15295,15439,15117,17250,15581,16845,15047,16071,16259,15400,15017,16048,15530,18151,16496,17534,16035,16721,16448,14372,14629,15143,17161,16544,16818,15129,16225,16618,13853,17466,16835,17160,15310,15815,16239,16593,14761,14650,16694,14893,18030,14346,14718,14190,15433,14195,17418,13434,14270,14785,15985,15698,15200,16550,15023,16458,15616,16513,14583,13018,16708,18740,16448,14354,16722,17761,13914,13857,13562,15647,15769,14652
174.0883,Citrulline,161036,154974,158739,150665,161917,161417,159009,154844,168374,153123,154114,162403,154413,148158,161417,160045,154091,140521,158845,164717,169541,172151,156908,155074,140244,141769,156852,157662,163797,161343,152316,159531,143687,151221,143775,146313,147533,158045,134621,129494,145672,158691,138313,138825,167954,166776,149835,147840,150247,150027,163573,165025,142488,138796,127518,118960,134186,141249,135294,130711,158203,155856,153361,152581,154350,140608,139591,136678,122869,132878,136247,151392,140106,139077,143075,138250,148346,145385,132863,128614,132470,129931,144342,133583,142477,143993,164040,177380,144963,144687,131636,140533,151435,150073,136436,128190,154029,158938,143883,131560,136571,133750,140870,142176,134241,132601,135910,146349,135175,141404,158313,155719,138441,146351,141462,137717,144843,130276,148479,150340,153300,149693,138709,146604,138589,135457,149812,155047,126894,127864,143998,138329,122765,128629,142363,135529,128053,134783,128162,123158,124651,128648,138323,131177,131591,139799,142890,140386,140059,139042,138293,140555,142177,140760,140998,123085,125124,125639,130505,142240,139510,122928,124501,149517,152650,133906,123763,126754,135414,143851,143983,123462,120461,116715,114106,122802,121728,128880,138360,125637,122929,143734,144863,122421,116220,134118,129425,116947,119686,127760,128724,128523,133972,144735,139092,138449,138774,143768,148291,126718,123451,140668,137151,131782,130641,130375,129274,134948,130810
175.0248,Hexuronic acid; Ascorbate,790255,766704,394155,347802,464079,481207,411576,388566,570377,638379,481471,472275,489623,490138,437747,461427,499766,543718,549252,565172,506977,506421,461219,442576,497752,549312,352983,343028,383818,404206,381338,373926,468841,490973,490100,505355,450663,458908,381917,395344,409415,421159,678704,702156,453003,447078,397142,383783,483234,495741,340550,334681,444097,461198,446497,454404,541213,586145,537600,561145,327519,332830,436854,464842,393442,387216,435250,447399,419614,443684,512007,528472,449285,463392,438633,445082,688156,722942,500098,480349,429765,431067,396676,385323,343376,361198,332406,335734,640393,655839,722405,726497,623883,616859,480765,450273,385584,396705,648802,680321,366398,352636,681291,678427,539795,537290,568714,577308,382939,360549,374209,380720,530226,556440,362340,367728,509385,537424,504391,511657,426874,428296,556555,594920,487165,491702,369305,364037,334587,323424,329310,332304,551280,594121,527586,509984,437785,435701,729895,749658,726206,713145,508448,493064,695974,639561,674580,466399,450870,499670,510661,447921,454748,555460,570236,514175,520319,293029,276097,429666,439693,536489,553485,306015,286921,403769,406229,537097,562165,408401,398031,640504,648663,539331,545569,600830,590753,517954,531132,553561,579835,472150,468392,501683,508523,560302,591668,630250,661879,680796,698296,439171,428867,825460,864438,626869,621262,538292,525361,523152,523024,654974,674381,543993,533479,486562,482768,486222,495315
